Year,Award,Movie,Nominee,Winner
2009,WRITING (ORIGINAL SCREENPLAY),Written by Dustin Lance Black,Milk,1
2009,WRITING (ORIGINAL SCREENPLAY),Written by Courtney Hunt,Frozen River,0
2009,WRITING (ORIGINAL SCREENPLAY),Written by Mike Leigh,Happy-Go-Lucky,0
2009,WRITING (ORIGINAL SCREENPLAY),Written by Martin McDonagh,In Bruges,0
2009,WRITING (ORIGINAL SCREENPLAY),Screenplay by Andrew Stanton  Jim Reardon; Original story by Andrew Stanton  Pete Docter,WALL-E,0
2010,ACTOR IN A LEADING ROLE,Crazy Heart,Jeff Bridges,1
2010,ACTOR IN A LEADING ROLE,Up in the Air,George Clooney,0
2010,ACTOR IN A LEADING ROLE,A Single Man,Colin Firth,0
2010,ACTOR IN A LEADING ROLE,Invictus,Morgan Freeman,0
2010,ACTOR IN A LEADING ROLE,The Hurt Locker,Jeremy Renner,0
2010,ACTOR IN A SUPPORTING ROLE,Inglourious Basterds,Christoph Waltz,1
2010,ACTOR IN A SUPPORTING ROLE,Invictus,Matt Damon,0
2010,ACTOR IN A SUPPORTING ROLE,The Messenger,Woody Harrelson,0
2010,ACTOR IN A SUPPORTING ROLE,The Last Station,Christopher Plummer,0
2010,ACTOR IN A SUPPORTING ROLE,The Lovely Bones,Stanley Tucci,0
2010,ACTRESS IN A LEADING ROLE,The Blind Side,Sandra Bullock,1
2010,ACTRESS IN A LEADING ROLE,The Last Station,Helen Mirren,0
2010,ACTRESS IN A LEADING ROLE,An Education,Carey Mulligan,0
2010,ACTRESS IN A LEADING ROLE,Precious: Based on the Novel 'Push' by Sapphire,Gabourey Sidibe,0
2010,ACTRESS IN A LEADING ROLE,Julie & Julia,Meryl Streep,0
2010,ACTRESS IN A SUPPORTING ROLE,Precious: Based on the Novel 'Push' by Sapphire,Mo'Nique,1
2010,ACTRESS IN A SUPPORTING ROLE,Nine,Penélope Cruz,0
2010,ACTRESS IN A SUPPORTING ROLE,Up in the Air,Vera Farmiga,0
2010,ACTRESS IN A SUPPORTING ROLE,Crazy Heart,Maggie Gyllenhaal,0
2010,ACTRESS IN A SUPPORTING ROLE,Up in the Air,Anna Kendrick,0
2010,ANIMATED FEATURE FILM,Pete Docter,Up,1
2010,ANIMATED FEATURE FILM,Henry Selick,Coraline,0
2010,ANIMATED FEATURE FILM,Wes Anderson,Fantastic Mr. Fox,0
2010,ANIMATED FEATURE FILM,John Musker and Ron Clements,The Princess and the Frog,0
2010,ANIMATED FEATURE FILM,Tomm Moore,The Secret of Kells,0
2010,CINEMATOGRAPHY,Mauro Fiore,Avatar,1
2010,CINEMATOGRAPHY,Bruno Delbonnel,Harry Potter and the Half-Blood Prince,0
2010,CINEMATOGRAPHY,Barry Ackroyd,The Hurt Locker,0
2010,CINEMATOGRAPHY,Robert Richardson,Inglourious Basterds,0
2010,CINEMATOGRAPHY,Christian Berger,The White Ribbon,0
2010,COSTUME DESIGN,Sandy Powell,The Young Victoria,1
2010,COSTUME DESIGN,Janet Patterson,Bright Star,0
2010,COSTUME DESIGN,Catherine Leterrier,Coco before Chanel,0
2010,COSTUME DESIGN,Monique Prudhomme,The Imaginarium of Doctor Parnassus,0
2010,COSTUME DESIGN,Colleen Atwood,Nine,0
2010,DIRECTING,Kathryn Bigelow,The Hurt Locker,1
2010,DIRECTING,James Cameron,Avatar,0
2010,DIRECTING,Quentin Tarantino,Inglourious Basterds,0
2010,DIRECTING,Lee Daniels,Precious: Based on the Novel 'Push' by Sapphire,0
2010,DIRECTING,Jason Reitman,Up in the Air,0
2010,DOCUMENTARY (FEATURE),Louie Psihoyos and Fisher Stevens,The Cove,1
2010,DOCUMENTARY (FEATURE),Burma VJ,Burma VJ,0
2010,DOCUMENTARY (FEATURE),Robert Kenner and Elise Pearlstein,Food| Inc.,0
2010,DOCUMENTARY (FEATURE),Judith Ehrlich and Rick Goldsmith,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,0
2010,DOCUMENTARY (FEATURE),Rebecca Cammisa,Which Way Home,0
2010,DOCUMENTARY (SHORT SUBJECT),Roger Ross Williams and Elinor Burkett,Music by Prudence,1
2010,DOCUMENTARY (SHORT SUBJECT),Jon Alpert and Matthew O'Neill,China's Unnatural Disaster: The Tears of Sichuan Province,0
2010,DOCUMENTARY (SHORT SUBJECT),Daniel Junge and Henry Ansbacher,The Last Campaign of Governor Booth Gardner,0
2010,DOCUMENTARY (SHORT SUBJECT),Steven Bognar and Julia Reichert,The Last Truck: Closing of a GM Plant,0
2010,DOCUMENTARY (SHORT SUBJECT),Bartek Konopka and Anna Wydra,,0
2010,FILM EDITING,Bob Murawski and Chris Innis,The Hurt Locker,1
2010,FILM EDITING,Stephen Rivkin  John Refoua and James Cameron,Avatar,0
2010,FILM EDITING,Julian Clarke,District 9,0
2010,FILM EDITING,Sally Menke,Inglourious Basterds,0
2010,FILM EDITING,Joe Klotz,Precious: Based on the Novel 'Push' by Sapphire,0
2010,FOREIGN LANGUAGE FILM,Argentina,The Secret in Their Eyes,1
2010,FOREIGN LANGUAGE FILM,Israel,Ajami,0
2010,FOREIGN LANGUAGE FILM,Peru,The Milk of Sorrow,0
2010,FOREIGN LANGUAGE FILM,France,A Prophet,0
2010,FOREIGN LANGUAGE FILM,Germany,The White Ribbon,0
2010,MUSIC (ORIGINAL SCORE),Michael Giacchino,Up,1
2010,MUSIC (ORIGINAL SCORE),James Horner,Avatar,0
2010,MUSIC (ORIGINAL SCORE),Alexandre Desplat,Fantastic Mr. Fox,0
2010,MUSIC (ORIGINAL SCORE),Marco Beltrami and Buck Sanders,The Hurt Locker,0
2010,MUSIC (ORIGINAL SCORE),Hans Zimmer,Sherlock Holmes,0
2010,MUSIC (ORIGINAL SONG),The Weary Kind (Theme From Crazy Heart) in "Crazy Heart" Music and Lyric by Ryan Bingham and T Bone Burnett,Crazy Heart,1
2010,MUSIC (ORIGINAL SONG),Almost There in "The Princess and the Frog" Music and Lyric by Randy Newman,The Princess and the Frog,0
2010,MUSIC (ORIGINAL SONG),Down In New Orleans in "The Princess and the Frog" Music and Lyric by Randy Newman,The Princess and the Frog,0
2010,MUSIC (ORIGINAL SONG),Loin De Paname in "Paris 36" Music by Reinhardt Wagner; Lyric by Frank Thomas,Paris 36,0
2010,MUSIC (ORIGINAL SONG),Take It All in "Nine" Music and Lyric by Maury Yeston,Nine,0
2010,BEST PICTURE,Kathryn Bigelow  Mark Boal  Nicolas Chartier and Greg Shapiro  Producers,The Hurt Locker,1
2010,BEST PICTURE,James Cameron and Jon Landau  Producers,Avatar,0
2010,BEST PICTURE,Gil Netter  Andrew A. Kosove and Broderick Johnson  Producers,The Blind Side,0
2010,BEST PICTURE,Peter Jackson and Carolynne Cunningham  Producers,District 9,0
2010,BEST PICTURE,Finola Dwyer and Amanda Posey  Producers,An Education,0
2010,BEST PICTURE,Lawrence Bender  Producer,Inglourious Basterds,0
2010,BEST PICTURE,Lee Daniels  Sarah Siegel-Magness and Gary Magness  Producers,Precious: Based on the Novel 'Push' by Sapphire,0
2010,BEST PICTURE,Joel Coen and Ethan Coen  Producers,A Serious Man,0
2010,BEST PICTURE,Jonas Rivera  Producer,Up,0
2010,BEST PICTURE,Daniel Dubiecki  Ivan Reitman and Jason Reitman  Producers,Up in the Air,0
2010,SHORT FILM (ANIMATED),Nicolas Schmerkin,Logorama,1
2010,SHORT FILM (ANIMATED),Fabrice O. Joubert,French Roast,0
2010,SHORT FILM (ANIMATED),Nicky Phelan and Darragh O'Connell,Granny O'Grimm's Sleeping Beauty,0
2010,SHORT FILM (ANIMATED),Javier Recio Gracia,The Lady and the Reaper (La Dama y la Muerte),0
2010,SHORT FILM (ANIMATED),Nick Park,A Matter of Loaf and Death,0
2010,SHORT FILM (LIVE ACTION),Joachim Back and Tivi Magnusson,The New Tenants,1
2010,SHORT FILM (LIVE ACTION),Juanita Wilson and James Flynn,The Door,0
2010,SHORT FILM (LIVE ACTION),Patrik Eklund and Mathias Fjellström,Instead of Abracadabra,0
2010,SHORT FILM (LIVE ACTION),Gregg Helvey,Kavi,0
2010,SHORT FILM (LIVE ACTION),Luke Doolan and Drew Bailey,Miracle Fish,0
2010,SOUND EDITING,Paul N.J. Ottosson,The Hurt Locker,1
2010,SOUND EDITING,Christopher Boyes and Gwendolyn Yates Whittle,Avatar,0
2010,SOUND EDITING,Wylie Stateman,Inglourious Basterds,0
2010,SOUND EDITING,Mark Stoeckinger and Alan Rankin,Star Trek,0
2010,SOUND EDITING,Michael Silvers and Tom Myers,Up,0
2010,SOUND MIXING,Paul N.J. Ottosson and Ray Beckett,The Hurt Locker,1
2010,SOUND MIXING,Christopher Boyes  Gary Summers  Andy Nelson and Tony Johnson,Avatar,0
2010,SOUND MIXING,Michael Minkler  Tony Lamberti and Mark Ulano,Inglourious Basterds,0
2010,SOUND MIXING,Anna Behlmer  Andy Nelson and Peter J. Devlin,Star Trek,0
2010,SOUND MIXING,Greg P. Russell  Gary Summers and Geoffrey Patterson,Transformers: Revenge of the Fallen,0
2010,VISUAL EFFECTS,Joe Letteri  Stephen Rosenbaum  Richard Baneham and Andrew R. Jones,Avatar,1
2010,VISUAL EFFECTS,Dan Kaufman  Peter Muyzers  Robert Habros and Matt Aitken,District 9,0
2010,VISUAL EFFECTS,Roger Guyett  Russell Earl  Paul Kavanagh and Burt Dalton,Star Trek,0
2010,WRITING (ADAPTED SCREENPLAY),Screenplay by Geoffrey Fletcher,Precious: Based on the Novel 'Push' by Sapphire,1
2010,WRITING (ADAPTED SCREENPLAY),Written by Neill Blomkamp and Terri Tatchell,District 9,0
2010,WRITING (ADAPTED SCREENPLAY),Screenplay by Nick Hornby,An Education,0
2010,WRITING (ADAPTED SCREENPLAY),Screenplay by Jesse Armstrong  Simon Blackwell  Armando Iannucci  Tony Roche,In the Loop,0
2010,WRITING (ADAPTED SCREENPLAY),Screenplay by Jason Reitman and Sheldon Turner,Up in the Air,0
2010,WRITING (ORIGINAL SCREENPLAY),Written by Mark Boal,The Hurt Locker,1
2010,WRITING (ORIGINAL SCREENPLAY),Written by Quentin Tarantino,Inglourious Basterds,0
2010,WRITING (ORIGINAL SCREENPLAY),Written by Alessandro Camon & Oren Moverman,The Messenger,0
2010,WRITING (ORIGINAL SCREENPLAY),Written by Joel Coen & Ethan Coen,A Serious Man,0
2010,WRITING (ORIGINAL SCREENPLAY),Screenplay by Bob Peterson  Pete Docter; Story by Pete Docter  Bob Peterson  Tom McCarthy,Up,0
2011,ACTOR IN A LEADING ROLE,The King's Speech,Colin Firth,1
2011,ACTOR IN A LEADING ROLE,Biutiful,Javier Bardem,0
2011,ACTOR IN A LEADING ROLE,True Grit,Jeff Bridges,0
2011,ACTOR IN A LEADING ROLE,The Social Network,Jesse Eisenberg,0
2011,ACTOR IN A LEADING ROLE,127 Hours,James Franco,0
2011,ACTOR IN A SUPPORTING ROLE,The Fighter,Christian Bale,1
2011,ACTOR IN A SUPPORTING ROLE,Winter's Bone,John Hawkes,0
2011,ACTOR IN A SUPPORTING ROLE,The Town,Jeremy Renner,0
2011,ACTOR IN A SUPPORTING ROLE,The Kids Are All Right,Mark Ruffalo,0
2011,ACTOR IN A SUPPORTING ROLE,The King's Speech,Geoffrey Rush,0
2011,ACTRESS IN A LEADING ROLE,Black Swan,Natalie Portman,1
2011,ACTRESS IN A LEADING ROLE,The Kids Are All Right,Annette Bening,0
2011,ACTRESS IN A LEADING ROLE,Rabbit Hole,Nicole Kidman,0
2011,ACTRESS IN A LEADING ROLE,Winter's Bone,Jennifer Lawrence,0
2011,ACTRESS IN A LEADING ROLE,Blue Valentine,Michelle Williams,0
2011,ACTRESS IN A SUPPORTING ROLE,The Fighter,Melissa Leo,1
2011,ACTRESS IN A SUPPORTING ROLE,The Fighter,Amy Adams,0
2011,ACTRESS IN A SUPPORTING ROLE,The King's Speech,Helena Bonham Carter,0
2011,ACTRESS IN A SUPPORTING ROLE,True Grit,Hailee Steinfeld,0
2011,ACTRESS IN A SUPPORTING ROLE,Animal Kingdom,Jacki Weaver,0
2011,ANIMATED FEATURE FILM,Lee Unkrich,Toy Story 3,1
2011,ANIMATED FEATURE FILM,Chris Sanders and Dean DeBlois,How to Train Your Dragon,0
2011,ANIMATED FEATURE FILM,Sylvain Chomet,The Illusionist,0
2011,CINEMATOGRAPHY,Wally Pfister,Inception,1
2011,CINEMATOGRAPHY,Matthew Libatique,Black Swan,0
2011,CINEMATOGRAPHY,Danny Cohen,The King's Speech,0
2011,CINEMATOGRAPHY,Jeff Cronenweth,The Social Network,0
2011,CINEMATOGRAPHY,Roger Deakins,True Grit,0
2011,COSTUME DESIGN,Colleen Atwood,Alice in Wonderland,1
2011,COSTUME DESIGN,Antonella Cannarozzi,I Am Love,0
2011,COSTUME DESIGN,Jenny Beavan,The King's Speech,0
2011,COSTUME DESIGN,Sandy Powell,The Tempest,0
2011,COSTUME DESIGN,Mary Zophres,True Grit,0
2011,DIRECTING,Tom Hooper,The King's Speech,1
2011,DIRECTING,Darren Aronofsky,Black Swan,0
2011,DIRECTING,David O. Russell,The Fighter,0
2011,DIRECTING,David Fincher,The Social Network,0
2011,DIRECTING,Joel Coen and Ethan Coen,True Grit,0
2011,DOCUMENTARY (FEATURE),Charles Ferguson and Audrey Marrs,Inside Job,1
2011,DOCUMENTARY (FEATURE),Banksy and Jaimie D'Cruz,Exit through the Gift Shop,0
2011,DOCUMENTARY (FEATURE),Josh Fox and Trish Adlesic,Gasland,0
2011,DOCUMENTARY (FEATURE),Tim Hetherington and Sebastian Junger,Restrepo,0
2011,DOCUMENTARY (FEATURE),Lucy Walker and Angus Aynsley,Waste Land,0
2011,DOCUMENTARY (SHORT SUBJECT),Karen Goodman and Kirk Simon,Strangers No More,1
2011,DOCUMENTARY (SHORT SUBJECT),Jed Rothstein,Killing in the Name,0
2011,DOCUMENTARY (SHORT SUBJECT),Sara Nesson and Mitchell W. Block,Poster Girl,0
2011,DOCUMENTARY (SHORT SUBJECT),Jennifer Redfearn and Tim Metzger,Sun Come Up,0
2011,DOCUMENTARY (SHORT SUBJECT),Ruby Yang and Thomas Lennon,The Warriors of Qiugang,0
2011,FILM EDITING,Angus Wall and Kirk Baxter,The Social Network,1
2011,FILM EDITING,Andrew Weisblum,Black Swan,0
2011,FILM EDITING,Pamela Martin,The Fighter,0
2011,FILM EDITING,Tariq Anwar,The King's Speech,0
2011,FILM EDITING,Jon Harris,127 Hours,0
2011,FOREIGN LANGUAGE FILM,Denmark,In a Better World,1
2011,FOREIGN LANGUAGE FILM,Mexico,Biutiful,0
2011,FOREIGN LANGUAGE FILM,Greece,Dogtooth,0
2011,FOREIGN LANGUAGE FILM,Canada,Incendies,0
2011,FOREIGN LANGUAGE FILM,Algeria,Outside the Law (Hors-la-loi),0
2011,MUSIC (ORIGINAL SCORE),Trent Reznor and Atticus Ross,The Social Network,1
2011,MUSIC (ORIGINAL SCORE),John Powell,How to Train Your Dragon,0
2011,MUSIC (ORIGINAL SCORE),Hans Zimmer,Inception,0
2011,MUSIC (ORIGINAL SCORE),Alexandre Desplat,The King's Speech,0
2011,MUSIC (ORIGINAL SCORE),A.R. Rahman,127 Hours,0
2011,MUSIC (ORIGINAL SONG),We Belong Together in "Toy Story 3" Music and Lyric by Randy Newman,Toy Story 3,1
2011,MUSIC (ORIGINAL SONG),Coming Home in "Country Strong" Music and Lyric by Tom Douglas  Troy Verges and Hillary Lindsey,Country Strong,0
2011,MUSIC (ORIGINAL SONG),I See The Light in "Tangled" Music by Alan Menken; Lyric by Glenn Slater,Tangled,0
2011,MUSIC (ORIGINAL SONG),If I Rise in "127 Hours" Music by A.R. Rahman; Lyric by Dido and Rollo Armstrong,127 Hours,0
2011,BEST PICTURE,Iain Canning  Emile Sherman and Gareth Unwin  Producers,The King's Speech,1
2011,BEST PICTURE,Mike Medavoy  Brian Oliver and Scott Franklin  Producers,Black Swan,0
2011,BEST PICTURE,David Hoberman  Todd Lieberman and Mark Wahlberg  Producers,The Fighter,0
2011,BEST PICTURE,Emma Thomas and Christopher Nolan  Producers,Inception,0
2011,BEST PICTURE,Gary Gilbert  Jeffrey Levy-Hinte and Celine Rattray  Producers,The Kids Are All Right,0
2011,BEST PICTURE,Christian Colson  Danny Boyle and John Smithson  Producers,127 Hours,0
2011,BEST PICTURE,The Social Network,The Social Network,0
2011,BEST PICTURE,Darla K. Anderson  Producer,Toy Story 3,0
2011,BEST PICTURE,Scott Rudin  Ethan Coen and Joel Coen  Producers,True Grit,0
2011,BEST PICTURE,Anne Rosellini and Alix Madigan-Yorkin  Producers,Winter's Bone,0
2011,SHORT FILM (ANIMATED),Shaun Tan and Andrew Ruhemann,The Lost Thing,1
2011,SHORT FILM (ANIMATED),Teddy Newton,Day & Night,0
2011,SHORT FILM (ANIMATED),Jakob Schuh and Max Lang,The Gruffalo,0
2011,SHORT FILM (ANIMATED),Geefwee Boedoe,Let's Pollute,0
2011,SHORT FILM (ANIMATED),Bastien Dubois,Madagascar| carnet de voyage (Madagascar| a Journey Diary),0
2011,SHORT FILM (LIVE ACTION),Luke Matheny,God of Love,1
2011,SHORT FILM (LIVE ACTION),Tanel Toom,The Confession,0
2011,SHORT FILM (LIVE ACTION),Michael Creagh,The Crush,0
2011,SHORT FILM (LIVE ACTION),Ivan Goldschmidt,Na Wewe,0
2011,SHORT FILM (LIVE ACTION),Ian Barnes and Samantha Waite,Wish 143,0
2011,SOUND EDITING,Richard King,Inception,1
2011,SOUND EDITING,Tom Myers and Michael Silvers,Toy Story 3,0
2011,SOUND EDITING,Gwendolyn Yates Whittle and Addison Teague,Tron: Legacy,0
2011,SOUND EDITING,Skip Lievsay and Craig Berkey,True Grit,0
2011,SOUND EDITING,Mark P. Stoeckinger,Unstoppable,0
2011,SOUND MIXING,Lora Hirschberg  Gary A. Rizzo and Ed Novick,Inception,1
2011,SOUND MIXING,Paul Hamblin  Martin Jensen and John Midgley,The King's Speech,0
2011,SOUND MIXING,Jeffrey J. Haboush  Greg P. Russell  Scott Millan and William Sarokin,Salt,0
2011,SOUND MIXING,Ren Klyce  David Parker  Michael Semanick and Mark Weingarten,The Social Network,0
2011,SOUND MIXING,Skip Lievsay  Craig Berkey  Greg Orloff and Peter F. Kurland,True Grit,0
2011,VISUAL EFFECTS,Paul Franklin  Chris Corbould  Andrew Lockley and Peter Bebb,Inception,1
2011,VISUAL EFFECTS,Ken Ralston  David Schaub  Carey Villegas and Sean Phillips,Alice in Wonderland,0
2011,VISUAL EFFECTS,Tim Burke  John Richardson  Christian Manz and Nicolas Aithadi,Harry Potter and the Deathly Hallows Part 1,0
2011,VISUAL EFFECTS,Michael Owens  Bryan Grill  Stephan Trojansky and Joe Farrell,Hereafter,0
2011,VISUAL EFFECTS,Janek Sirrs  Ben Snow  Ged Wright and Daniel Sudick,Iron Man 2,0
2011,WRITING (ADAPTED SCREENPLAY),Screenplay by Aaron Sorkin,The Social Network,1
2011,WRITING (ADAPTED SCREENPLAY),Screenplay by Danny Boyle & Simon Beaufoy,127 Hours,0
2011,WRITING (ADAPTED SCREENPLAY),Screenplay by Michael Arndt; Story by John Lasseter  Andrew Stanton and Lee Unkrich,Toy Story 3,0
2011,WRITING (ADAPTED SCREENPLAY),Written for the screen by Joel Coen & Ethan Coen,True Grit,0
2011,WRITING (ADAPTED SCREENPLAY),Adapted for the screen by Debra Granik & Anne Rosellini,Winter's Bone,0
2011,WRITING (ORIGINAL SCREENPLAY),Screenplay by David Seidler,The King's Speech,1
2011,WRITING (ORIGINAL SCREENPLAY),Written by Mike Leigh,Another Year,0
2011,WRITING (ORIGINAL SCREENPLAY),Screenplay by Scott Silver and Paul Tamasy & Eric Johnson; Story by Keith Dorrington & Paul Tamasy & Eric Johnson,The Fighter,0
2011,WRITING (ORIGINAL SCREENPLAY),Written by Christopher Nolan,Inception,0
2011,WRITING (ORIGINAL SCREENPLAY),Written by Lisa Cholodenko & Stuart Blumberg,The Kids Are All Right,0
2012,ACTOR IN A LEADING ROLE,The Artist,Jean Dujardin,1
2012,ACTOR IN A LEADING ROLE,Demián Bichir,A Better Life,0
2012,ACTOR IN A LEADING ROLE,The Descendants,George Clooney,0
2012,ACTOR IN A LEADING ROLE,Tinker Tailor Soldier Spy,Gary Oldman,0
2012,ACTOR IN A LEADING ROLE,Moneyball,Brad Pitt,0
2012,ACTOR IN A SUPPORTING ROLE,Beginners,Christopher Plummer,1
2012,ACTOR IN A SUPPORTING ROLE,My Week with Marilyn,Kenneth Branagh,0
2012,ACTOR IN A SUPPORTING ROLE,Moneyball,Jonah Hill,0
2012,ACTOR IN A SUPPORTING ROLE,Warrior,Nick Nolte,0
2012,ACTOR IN A SUPPORTING ROLE,Extremely Loud & Incredibly Close,Max von Sydow,0
2012,ACTRESS IN A LEADING ROLE,The Iron Lady,Meryl Streep,1
2012,ACTRESS IN A LEADING ROLE,Albert Nobbs,Glenn Close,0
2012,ACTRESS IN A LEADING ROLE,The Help,Viola Davis,0
2012,ACTRESS IN A LEADING ROLE,The Girl with the Dragon Tattoo,Rooney Mara,0
2012,ACTRESS IN A LEADING ROLE,My Week with Marilyn,Michelle Williams,0
2012,ACTRESS IN A SUPPORTING ROLE,The Help,Octavia Spencer,1
2012,ACTRESS IN A SUPPORTING ROLE,The Artist,Bérénice Bejo,0
2012,ACTRESS IN A SUPPORTING ROLE,The Help,Jessica Chastain,0
2012,ACTRESS IN A SUPPORTING ROLE,Bridesmaids,Melissa McCarthy,0
2012,ACTRESS IN A SUPPORTING ROLE,Albert Nobbs,Janet McTeer,0
2012,ANIMATED FEATURE FILM,Gore Verbinski,Rango,1
2012,ANIMATED FEATURE FILM,Alain Gagnol and Jean-Loup Felicioli,A Cat in Paris,0
2012,ANIMATED FEATURE FILM,Fernando Trueba and Javier Mariscal,Chico & Rita,0
2012,ANIMATED FEATURE FILM,Jennifer Yuh Nelson,Kung Fu Panda 2,0
2012,ANIMATED FEATURE FILM,Chris Miller,Puss in Boots,0
2012,CINEMATOGRAPHY,Robert Richardson,Hugo,1
2012,CINEMATOGRAPHY,Guillaume Schiffman,The Artist,0
2012,CINEMATOGRAPHY,Jeff Cronenweth,The Girl with the Dragon Tattoo,0
2012,CINEMATOGRAPHY,Emmanuel Lubezki,The Tree of Life,0
2012,CINEMATOGRAPHY,Janusz Kaminski,War Horse,0
2012,COSTUME DESIGN,Mark Bridges,The Artist,1
2012,COSTUME DESIGN,Lisy Christl,Anonymous,0
2012,COSTUME DESIGN,Sandy Powell,Hugo,0
2012,COSTUME DESIGN,Michael O'Connor,Jane Eyre,0
2012,COSTUME DESIGN,Arianne Phillips,W.E.,0
2012,DIRECTING,Michel Hazanavicius,The Artist,1
2012,DIRECTING,Alexander Payne,The Descendants,0
2012,DIRECTING,Martin Scorsese,Hugo,0
2012,DIRECTING,Woody Allen,Midnight in Paris,0
2012,DIRECTING,Terrence Malick,The Tree of Life,0
2012,DOCUMENTARY (FEATURE),TJ Martin  Dan Lindsay and Rich Middlemas,Undefeated,1
2012,DOCUMENTARY (FEATURE),Danfung Dennis and Mike Lerner,Hell and Back Again,0
2012,DOCUMENTARY (FEATURE),Marshall Curry and Sam Cullman,If a Tree Falls: A Story of the Earth Liberation Front,0
2012,DOCUMENTARY (FEATURE),Joe Berlinger and Bruce Sinofsky,Paradise Lost 3: Purgatory,0
2012,DOCUMENTARY (FEATURE),Wim Wenders and Gian-Piero Ringel,Pina,0
2012,DOCUMENTARY (SHORT SUBJECT),Daniel Junge and Sharmeen Obaid-Chinoy,Saving Face,1
2012,DOCUMENTARY (SHORT SUBJECT),Robin Fryday and Gail Dolgin,The Barber of Birmingham: Foot Soldier of the Civil Rights Movement,0
2012,DOCUMENTARY (SHORT SUBJECT),Rebecca Cammisa and Julie Anderson,God Is the Bigger Elvis,0
2012,DOCUMENTARY (SHORT SUBJECT),James Spione,Incident in New Baghdad,0
2012,DOCUMENTARY (SHORT SUBJECT),Lucy Walker and Kira Carstensen,The Tsunami and the Cherry Blossom,0
2012,FILM EDITING,Kirk Baxter and Angus Wall,The Girl with the Dragon Tattoo,1
2012,FILM EDITING,Anne-Sophie Bion and Michel Hazanavicius,The Artist,0
2012,FILM EDITING,Kevin Tent,The Descendants,0
2012,FILM EDITING,Thelma Schoonmaker,Hugo,0
2012,FILM EDITING,Christopher Tellefsen,Moneyball,0
2012,FOREIGN LANGUAGE FILM,Iran,A Separation,1
2012,FOREIGN LANGUAGE FILM,Belgium,Bullhead,0
2012,FOREIGN LANGUAGE FILM,Israel,Footnote,0
2012,FOREIGN LANGUAGE FILM,Poland,In Darkness,0
2012,FOREIGN LANGUAGE FILM,Canada,Monsieur Lazhar,0
2012,MUSIC (ORIGINAL SCORE),Ludovic Bource,The Artist,1
2012,MUSIC (ORIGINAL SCORE),John Williams,The Adventures of Tintin,0
2012,MUSIC (ORIGINAL SCORE),Howard Shore,Hugo,0
2012,MUSIC (ORIGINAL SCORE),Alberto Iglesias,Tinker Tailor Soldier Spy,0
2012,MUSIC (ORIGINAL SCORE),John Williams,War Horse,0
2012,MUSIC (ORIGINAL SONG),"Man Or Muppet" in The Muppets; Music and Lyric by Bret McKenzie,The Muppets,1
2012,MUSIC (ORIGINAL SONG),Real In Rio in "Rio" Music by Sergio Mendes and Carlinhos Brown; Lyric by Siedah Garrett,Rio,0
2012,BEST PICTURE,Thomas Langmann  Producer,The Artist,1
2012,BEST PICTURE,Jim Burke  Alexander Payne and Jim Taylor  Producers,The Descendants,0
2012,BEST PICTURE,Scott Rudin  Producer,Extremely Loud & Incredibly Close,0
2012,BEST PICTURE,Brunson Green  Chris Columbus and Michael Barnathan  Producers,The Help,0
2012,BEST PICTURE,Graham King and Martin Scorsese  Producers,Hugo,0
2012,BEST PICTURE,Letty Aronson and Stephen Tenenbaum  Producers,Midnight in Paris,0
2012,BEST PICTURE,Michael De Luca  Rachael Horovitz and Brad Pitt  Producers,Moneyball,0
2012,BEST PICTURE,Sarah Green  Bill Pohlad  Dede Gardner and Grant Hill  Producers,The Tree of Life,0
2012,BEST PICTURE,Steven Spielberg and Kathleen Kennedy  Producers,War Horse,0
2012,SHORT FILM (ANIMATED),William Joyce and Brandon Oldenburg,The Fantastic Flying Books of Mr. Morris Lessmore,1
2012,SHORT FILM (ANIMATED),Patrick Doyon,Dimanche/Sunday,0
2012,SHORT FILM (ANIMATED),Enrico Casarosa,La Luna,0
2012,SHORT FILM (ANIMATED),Grant Orchard and Sue Goffe,A Morning Stroll,0
2012,SHORT FILM (ANIMATED),Amanda Forbis and Wendy Tilby,Wild Life,0
2012,SHORT FILM (LIVE ACTION),Terry George and Oorlagh George,The Shore,1
2012,SHORT FILM (LIVE ACTION),Peter McDonald and Eimear O'Kane,Pentecost,0
2012,SHORT FILM (LIVE ACTION),Max Zähle and Stefan Gieren,Raju,0
2012,SHORT FILM (LIVE ACTION),Andrew Bowler and Gigi Causey,Time Freak,0
2012,SOUND EDITING,Philip Stockton and Eugene Gearty,Hugo,1
2012,SOUND EDITING,Lon Bender and Victor Ray Ennis,Drive,0
2012,SOUND EDITING,Ren Klyce,The Girl with the Dragon Tattoo,0
2012,SOUND EDITING,Ethan Van der Ryn and Erik Aadahl,Transformers: Dark of the Moon,0
2012,SOUND EDITING,Richard Hymns and Gary Rydstrom,War Horse,0
2012,SOUND MIXING,Tom Fleischman and John Midgley,Hugo,1
2012,SOUND MIXING,David Parker  Michael Semanick  Ren Klyce and Bo Persson,The Girl with the Dragon Tattoo,0
2012,SOUND MIXING,Deb Adair  Ron Bochar  David Giammarco and Ed Novick,Moneyball,0
2012,SOUND MIXING,Greg P. Russell  Gary Summers  Jeffrey J. Haboush and Peter J. Devlin,Transformers: Dark of the Moon,0
